receiver,ebno_db,ber,bler,nmse
baseline_ls_lmmse,0.0,0.015049230255923855,0.10703125,0.2015700666854779
upair5g_lmmse,0.0,0.0005194802202064845,0.0048177083333333336,0.05756104166309039
perfect_csi_lmmse,0.0,0.0,0.0,0.0
baseline_ls_lmmse,2.0,0.006800911149665959,0.04505208333333333,0.1532818663865328
upair5g_lmmse,2.0,1.8788970010064077e-05,0.0005208333333333333,0.03976616160944104
perfect_csi_lmmse,2.0,0.0,0.0,0.0
baseline_ls_lmmse,4.0,0.004387920293091459,0.027864583333333335,0.1230409820874532
upair5g_lmmse,4.0,9.317164000700965e-05,0.0005208333333333333,0.029867687060808144
perfect_csi_lmmse,4.0,0.0,0.0,0.0
baseline_ls_lmmse,6.0,0.0040371155537172855,0.031901041666666664,0.10561609777311484
upair5g_lmmse,6.0,2.9149964753590514e-05,0.00026041666666666666,0.023897599382326006
perfect_csi_lmmse,6.0,0.0,0.0,0.0
baseline_ls_lmmse,8.0,0.004058417462946788,0.042578125,0.09447984248399735
upair5g_lmmse,8.0,5.799064892168341e-05,0.0006510416666666666,0.019905046994487443
perfect_csi_lmmse,8.0,0.0,0.0,0.0
baseline_ls_lmmse,10.0,0.0038732339856058693,0.053385416666666664,0.08550657959034046
upair5g_lmmse,10.0,6.042625451527783e-05,0.000390625,0.016830481550035376
perfect_csi_lmmse,10.0,0.0,0.0,0.0
baseline_ls_lmmse,12.0,0.004395807069132237,0.06731770833333334,0.08044451201955477
upair5g_lmmse,12.0,1.15981299586565e-07,0.00026041666666666666,0.015147311907882492
perfect_csi_lmmse,12.0,0.0,0.0,0.0
baseline_ls_lmmse,14.0,0.005125058771246434,0.08463541666666667,0.07774473937849204
upair5g_lmmse,14.0,8.888033394593246e-05,0.0006510416666666666,0.013994059797065953
perfect_csi_lmmse,14.0,0.0,0.0,0.0
baseline_ls_lmmse,16.0,0.0062766756627335475,0.097265625,0.07632099684948722
upair5g_lmmse,16.0,6.560675110828621e-05,0.0009114583333333333,0.013404336470800141
perfect_csi_lmmse,16.0,0.0,0.0,0.0
